pickup_flag,user,text
0,r-isahai,"@channel 
本日のAI新卒説明会について共有いたします。
参加者：２名
今後：選考に進むか、未定

質疑応答内容などは下記に配置しております。
\\jbdtkfs2020\プロジェクト\JBD\AIビジネス研究室\80_新卒採用\30_実施結果\2026卒\2025-03-04_新卒説明会対応.txt

昨年までBoardで新卒説明対応を管理しておりましたが、きえてしまったため、共有フォルダ上に配置しました。"
0,yano,"@r-isahai 
総覧的に見れるようにできないかな？
Excelに
名前｜参加日｜質問｜回答
みたいな感じで。"
0,r-isahai,"@yano 
承知しました。
ひな形を作ったうえで本日分から記載します。"
0,r-isahai,"@channel 
本日のAIM録画を配置いたしました。
\\jbdtkfs2020\プロジェクト\JBD\AIビジネス研究室\71_定例ミーティング\資料\2025\02\2025-03-04_AIM.mp4"
1,r-isahai,"@channel 
AIBメンバー変更に伴い、46期連絡網を修正いたしました。
\\jbdtkfs2020\プロジェクト\JBD\AIビジネス研究室\99_個人\yano\緊急連絡網\緊急連絡網（46期_AIビジネス研究室）_202503.xlsx

若干いびつな形となっていますが、47期メンバー構成変更を見越しての形となります。
ご確認をお願いいたします。"
1,r-isahai,"@channel 
上記質問内容を一覧に記載いたしました。

\\jbdtkfs2020\プロジェクト\JBD\AIビジネス研究室\80_新卒採用\30_実施結果\2026卒\説明会質疑応答一覧.xlsx

新卒説明会対応予定のメンバーはこのような形でメモを取っておくようにおねがいします。
次回以降の学生情報は、AIー経管・人事のチャンネルで人事の方から連携いただくようにお願いしております。
選考に進むかどうかも、都度共有いただけるようにお願いしておりますので、確認の上記載お願いします。"
0,endo,"@yano 
お疲れ様です。返信失念しており、申し訳ありません。
遠藤の1on1日程については、以下がNGになります。
・第2 または 第3金曜日 17:00 以降
・上記金曜の翌開院日 17:00 以降

基本は金曜日が通院日ですが、先生が不在の時があり、その場合は翌開院日（大抵は月曜日）に変わります。"
0,yano,"@endo 
せっかくなので、遠藤さんの通院同行で矢野が帰阪した際にしましょうか。
通院同行後にできればと思います。"
0,yano,"@at-yoshida  CC:@r-asanoma 
今日、新入社員研修のサブ講師選出（来期2年目の社員）の依頼がありました。各本部2-3名とのことですがソ企本部から出せるのは吉田くんのみかつお客様案件が刺さってるので合計で避ける工数にも限りがある、旨、伝えてあります。
現実的に、お客様案件に迷惑をかけない前提で一カ月あたり何日サブ講師できますか？
明日の朝、JBD淺野間くんと相談して参画できる日数を教えてください。"
0,yano,"@at-yoshida 
もう一点、新規ビジネスアイデアに提出した書類を石井くん、砂盃さん、矢野が見えるフォルダに置いて明日の朝確認できるようにしてください。
ビジネス化するとなった場合の想定をしておきたいと思います。
@n-ishii @r-isahai 
朝会後、本件、少し時間ください。"
0,at-yoshida,"@yano 
残業ほぼなしと仮定すると、サブ講師で丸一日抜けてしまうと5月は140時間を高確率で下回るため参加は厳しいです。（4・6月はギリギリ1回）
残業が月約20時間あると仮定すると、4・6月は2回、5月は1回は参加可能な見込です。
残業なしはおそらくあり得ないため、平均でいうと月1～1.5回参加可能という回答になります。"
0,at-yoshida,"@yano 
スライドではなく入力フォームで提出し、保存に失敗したため、確実な入力が手元に残っていません。
堀口さんに連絡してデータを回収してもらっています。
申し訳ございません、データを頂き次第連絡いたします。"
0,at-yoshida,"@yano @n-ishii @r-isahai 
頂いたものを以下に配置しました。（元々は入力フォームだったものをスライドに貼り付けたもの）
\\jbdtkfs2020\プロジェクト\JBD\AIビジネス研究室\99_個人\yoshida\ビジネスアイデア応募.pptx
遅くなって申し訳ございませんが、よろしくお願いいたします。"
0,yano,"@endo 
今、AIBで新規サービスを作ってました、保守マニュアルを定めておきたいと思っています。
ひとまず目次を作ってみたのですが、遠藤さんの目で見て、追加しておいた方がよさそうな項目ありますか？（最初から100点は目指してなくて、当座必要な内容を書いておき、追記していく想定です。）

`\\jbdtkfs2020\プロジェクト\JBD\44期GoldStone運用保守`

の「caitayo保守マニュアル.docx」"
0,endo,"@yano 
確認してみます。"
0,endo,"@yano 

● 日次業務
* ディスク残量の確認は必要ないですか？
* 可能であれば CPU 負荷やトラフィックの状況なども監視対象にしたほうがいいです（不正アクセス検知にもつながる）

●月次作業
* ちなみにGoldStoneでは、ソフトウェアアップデートは、毎日チェックしています。これはアップデート頻度によるかと思います。

●年次業務
* 不要データの削除は、何が不要データなのかにもよりますが、バックアップデータも含むのかを考える必要があるかと思います。

差し当たっては、こんなところです。"
0,n-ishii,"音声文字起こしシステム「caitayo」のロゴデザインを、デザイナーさんにお願いして作っていただきました。
```
\\jbdtkfs2020\プロジェクト\JBD\AIビジネス研究室\99_個人\ishii\作業\案件\社内\caitayo\250307_caitayo_logo_A.pdf
```

何か意見などあれば、今日中にいただければと思います。"
0,r-kinoshita,"@n-ishii @r-isahai @m-unno 
お疲れ様です。
遅くなってしまい大変申し訳ありません。先日の2025年2月度AIMの議事録が完成しました。
お手すきの際にレビューお願いいたします。
- 議事録
https://wiki.jbdcl.com/67d0a30b9ff03c06b0e9a9e4
- レビュー指摘表
\\\jbdtkfs2020\プロジェクト\JBD\AIビジネス研究室\71_定例ミーティング\議事録\フォーマットやレビュー前のもの\レビュー指摘表\レビュー指摘票_20250304_定例AIM議事録_木下.xlsx"
0,r-isahai,"@r-kinoshita 
ありがとうございます。特に問題ありませんので共有おねがいします。"
0,r-kinoshita,"@channel 
お疲れ様です。
2025年2月度AIMの議事録が完成いたしました。
以下に配置しております。
https://wiki.jbdcl.com/67d0a30b9ff03c06b0e9a9e4

以上、よろしくお願いいたします。"
1,yano,"@channel 
各位、47期の目標について、矢野との面談でＯＫが出たら以下に保存してください。
```
\\jbdtkfs2020\プロジェクト\JBD\AIビジネス研究室\99_個人\yano\★目標管理\47期
```"
0,r-isahai,"@m-unno @r-asanoma @r-kinoshita 
新卒説明会について２点確認相談です。

①3/18説明会の担当者
予約者３名で開催予定とのことです。
砂盃は打合せがあるため参加が難しく、木下さんも在宅ではないため難しそう？です。
海野さん、淺野間さんどちらか対応おねがいしたいです。14:30-15:00です。

②４月以降の説明会日程について
３月と同様以下の日程で問題ないでしょうか。
```
第1・第3火曜日、第2・第4金曜日の14時～（先輩社員の皆様が参加するのは14時30分～）
```
誰も対応できない、という日は現状なさそうですが、異論ある方いましたらお知らせください。
特に問題なければ５月以降もその日程でOK出しておこうと思います。

https://chat.jbdcl.com/jbd/pl/e39y9f1me3n45kwi8md99fen8y"
0,r-asanoma,"@r-isahai  @m-unno (cc: @r-kinoshita )
①について、
打合せ等が入っているわけではないので、対応は可能です。
ただ、案件のリリース日が迫っており、タスクも多く抱えているので、
海野さんの状況次第で相談させてください。

②について、
淺野間は現時点では問題ないと思います。
4月以降で状況変わればまた連絡します。"
0,m-unno,"@r-isahai @r-asanoma CC: @r-kinoshita 
① 3/18ですが、対応可能です。
② Com案件の都合で隔週火曜の午後に打ち合わせが入っておりまして、火曜開催の説明会への参加が難しくなることがあります。その際はどなたか別の方にご対応いただくこととなりますが、よろしくお願いいたします。"
0,r-asanoma,"@m-unno 
では、お手数ですが3/18（火）は
お願いしてもよろしいでしょうか？
緊急で不都合等発生しましたら、
淺野間が対応いたしますのでお声がけいただければと思います。"
0,m-unno,"@r-asanoma 
はい、問題ありません。

@r-isahai 
3/18は海野が対応いたします。"
1,yano,"@channel 
衛生委員会のZaion中間集計が以下の日程で実施されるので、それまでに3/14までの勤務入力＆承認をお願いします。

＊＊＊＊＊
 3月1日～14日までの勤怠の中間結果は、1７日(月)14時～に作成します。 
申請漏れおよび承認漏れ等がありますと、正確な時間の把握が難しいため、 
お手数お掛けしますが、ご対応の程よろしくお願いいたします。"
0,at-yoshida,"@channel 
連絡が遅れて申し訳ありません。
来週月曜日は11:30より東京本社で作業のため、
10:45でCTC様業務中断・移動→東京本社→終わったら帰宅して13:00に業務再開
となります。(CTC様連絡済み)"
0,m-unno,"@r-asanoma 
**（明日の確認・回答で問題ありません）**
夜分遅くに失礼します。
明日の新卒説明会ですが、私の代わりに淺野間さんに参加いただく、というのはさすがに厳しいですよね…??
（あまりにも急すぎますよね…）
Com案件でトラブってしまいまして、可能ならば明日は終日田町で作業したいと思っているのですが…"
0,r-asanoma,"@m-unno 
承知いたしました。
淺野間が代わりに対応します。"
0,m-unno,"@r-asanoma 
14:30-15:30でAICの応接室を押さえておりますので、説明会の際はそちらをお使いください。"
