date,frame,sell_amount,buy_amount,contracted_amount,tokyo_price
2025/9/25,44,24218050,19951550,14804500,11.05
2025/9/25,45,23772950,19705300,14594700,11.03
2025/9/25,46,23984850,19640400,14583100,11.03
2025/9/25,47,23255600,19160250,14416900,10.83
2025/9/25,48,23128450,18426700,14178550,10.58
2025/9/26,1,21601700,18717850,13264600,10.51
2025/9/26,2,23371150,19269550,13615900,10.48
2025/9/26,3,23755000,19877050,13470700,10.31
2025/9/26,4,24225850,19809150,13566050,10.13
2025/9/26,5,24285200,19523800,13452050,10.15
2025/9/26,6,24238000,19352200,13377250,10.13
2025/9/26,7,24391050,19094650,13589300,10.1
2025/9/26,8,24515000,18694900,13593650,10.13
2025/9/26,9,24314450,18802600,13613450,10.23
2025/9/26,10,23873150,19199050,13412150,10.36
2025/9/26,11,23574150,20229950,13347700,10.55
2025/9/26,12,23653950,20335300,13552050,11.31
2025/9/26,13,24672800,20886600,13973850,11.22
2025/9/26,14,25853650,21350400,14444350,10.33
2025/9/26,15,27666700,21422550,15629550,10.04
2025/9/26,16,29291400,21811100,16585000,10.13
2025/9/26,17,30902000,23925650,18491400,10.21
2025/9/26,18,30874000,24812750,19558700,10.43
2025/9/26,19,31572700,25860550,20894000,10.51
2025/9/26,20,32155150,26407400,21556050,10.41
2025/9/26,21,33581450,26944550,22121800,10.27
2025/9/26,22,34129600,27207350,22482300,10.27
2025/9/26,23,33526350,27542100,22808750,10.55
2025/9/26,24,33162900,27559800,22732250,10.6
2025/9/26,25,33049900,26685600,22403350,10.5
2025/9/26,26,32717350,26485250,22137050,10.5
2025/9/26,27,31596200,26860650,21907000,11.16
2025/9/26,28,30554250,27257000,21877450,14.98
2025/9/26,29,29472950,27121100,21761650,14.98
2025/9/26,30,26406250,25710150,20419800,12.79
2025/9/26,31,25347950,25041500,19643700,12.64
2025/9/26,32,24233500,25146000,19311100,14.98
2025/9/26,33,23242650,24809250,18945650,15.08
2025/9/26,34,21639400,24691850,18066550,18.43
2025/9/26,35,20977900,23659400,17270450,15.98
2025/9/26,36,21102450,23437900,17140000,15.08
2025/9/26,37,21084800,23269700,16952450,15.04
2025/9/26,38,21700600,22662050,16688950,14.98
2025/9/26,39,22103850,22251750,16292700,14.98
2025/9/26,40,22473350,22179650,16144600,13.5
2025/9/26,41,22846450,21593250,15681850,13.5
2025/9/26,42,22727750,20979900,15236300,11.57
2025/9/26,43,22651350,20691900,15008300,11.57
2025/9/26,44,23194300,20334000,14866150,11.41
2025/9/26,45,23034150,20511100,14615100,11.58
2025/9/26,46,23050450,20236750,14594650,11.2
2025/9/26,47,22656650,19873650,14393800,11.37
2025/9/26,48,22678650,19102250,14339800,11.11
2025/9/27,1,22717200,18180600,13710950,11.04
2025/9/27,2,24183550,18371850,14041750,10.54
2025/9/27,3,25539850,19256850,14200800,10.6
2025/9/27,4,25975550,19112550,14127450,10.54
2025/9/27,5,26043400,18993300,14042550,10.54
2025/9/27,6,25794850,19030200,14118500,10.54
2025/9/27,7,25393900,19104650,14109350,10.87
2025/9/27,8,25220800,19133600,14049700,10.82
2025/9/27,9,25196250,19124950,14067400,10.87
2025/9/27,10,25244450,19187050,13966650,10.82
2025/9/27,11,25194050,19329950,13784650,11.16
2025/9/27,12,25516950,19215050,13778300,10.82
2025/9/27,13,26525600,19229950,14136300,10.55
2025/9/27,14,28541500,19630350,14965750,9.76
2025/9/27,15,30392150,19759800,15503050,9.43
2025/9/27,16,32251750,20351450,16052500,8
2025/9/27,17,33808500,21073900,16867200,9.43
2025/9/27,18,34389350,22003850,17461600,9.43
2025/9/27,19,35569200,23203600,18284700,9.75
2025/9/27,20,36389500,23580800,18866450,9.75
2025/9/27,21,37079450,23851100,18808950,9.58
2025/9/27,22,37492000,24519550,19076550,9.43
2025/9/27,23,37655600,24624400,19466850,9.43
2025/9/27,24,37661350,24144400,19528450,9.43
2025/9/27,25,37621400,23527350,19714300,9.43
2025/9/27,26,37229200,23461400,19532100,9.43
2025/9/27,27,36560350,23602050,19318200,9.75
2025/9/27,28,35931100,23605300,19346900,9.75
2025/9/27,29,35300650,23634450,19459500,10.13
2025/9/27,30,33495650,22573000,18822200,9.76
2025/9/27,31,30462600,21117800,17528350,10.06
2025/9/27,32,29263100,21040800,17052950,10.48
2025/9/27,33,28864050,21475650,17069900,11.04
2025/9/27,34,27745700,21294050,16138650,12.09
2025/9/27,35,27463400,21264950,15628800,14.01
2025/9/27,36,26866900,21291950,15525600,14.01
2025/9/27,37,26854600,21287400,15526600,13.01
2025/9/27,38,27042100,21153400,15484850,12.48
2025/9/27,39,26491350,20995650,15268450,13
2025/9/27,40,25881450,20670200,15107700,13
2025/9/27,41,26107350,20298250,14849500,11.4
2025/9/27,42,26243850,19715300,14821250,11.32
2025/9/27,43,27105450,19732300,14683700,11.22
2025/9/27,44,27402500,19980750,14501600,11.33
2025/9/27,45,27492050,20258150,14257300,13.01
2025/9/27,46,27889100,19901000,14249800,12.75
2025/9/27,47,27032450,19106500,13596900,12
2025/9/27,48,26090350,18075550,13037600,12.57
2025/9/28,1,22015550,16793500,12625200,10.45
2025/9/28,2,23525450,17179850,12765450,10.06
2025/9/28,3,24953300,18044200,13182450,10.5
2025/9/28,4,25296900,18022900,13331350,10.45
2025/9/28,5,25811850,17924000,13287500,10.45
2025/9/28,6,25788850,17522400,13272350,10.49
2025/9/28,7,26253050,17652750,13338200,10.48
2025/9/28,8,25860900,17664400,13189400,10.6
2025/9/28,9,25727250,17866800,13466650,10.87
2025/9/28,10,25796250,17997650,13633750,11
2025/9/28,11,25731800,18174150,13707450,11.09
2025/9/28,12,26347300,18060900,13578150,11.16
2025/9/28,13,26442400,18320850,13457150,10.54
2025/9/28,14,28292500,18502650,14103150,9.5
2025/9/28,15,30389200,18331650,14298600,7.53
2025/9/28,16,31363750,18865250,15238350,6.29
2025/9/28,17,32769800,19404650,15658750,9.1
2025/9/28,18,33964500,19595650,16390900,6
2025/9/28,19,34843500,20638300,17249750,7.94
2025/9/28,20,35659550,21028850,17844600,7.94
2025/9/28,21,36216300,21715050,18081500,9.47
2025/9/28,22,36408400,22469800,18331650,9.47
2025/9/28,23,36551200,22674350,18532700,9.5
2025/9/28,24,36231950,22490900,18541350,9.62
2025/9/28,25,35754500,22100100,18589550,9.39
2025/9/28,26,35106650,22533700,18586150,9.58
2025/9/28,27,34354400,22338650,18237450,9.47
2025/9/28,28,33625500,21847050,17977750,9.62
2025/9/28,29,32670700,21441100,17547400,8
2025/9/28,30,31390700,22329350,17288200,9.5
2025/9/28,31,28267100,20433100,16382450,8.56
2025/9/28,32,27167750,20263500,16056800,9.75
2025/9/28,33,28626400,20663800,16355750,10.58
2025/9/28,34,27155700,20667200,15393300,11.1
2025/9/28,35,26855200,20773700,14950150,11.55
2025/9/28,36,26814850,21157200,15358850,14.27
2025/9/28,37,26645450,21340150,15314600,14.27
2025/9/28,38,27189850,21007800,15007050,14.27
2025/9/28,39,27020250,20922100,14935800,14.27
2025/9/28,40,27375450,20620350,14780250,14.17
2025/9/28,41,26725850,20352500,14423050,11.78
2025/9/28,42,26416450,20001900,14417250,11.81
2025/9/28,43,26881850,20219550,14414000,11.2
2025/9/28,44,27317000,20464300,14556300,11.1
2025/9/28,45,26807350,19529800,13940450,11.09
2025/9/28,46,26723600,19262150,14020450,10.94
2025/9/28,47,25994300,18976500,13798450,10.6
2025/9/28,48,25041900,17660250,13410650,10.48
2025/9/29,1,22861900,18175700,13638150,10.46
2025/9/29,2,23895300,18664750,13547600,10.44
2025/9/29,3,24761700,19124950,13661100,10.39
2025/9/29,4,25291150,19038400,13643050,10.24
2025/9/29,5,25554300,18985250,13507550,10.17
2025/9/29,6,25319900,19037100,13611500,10.17
2025/9/29,7,24972250,19032450,13676450,10.32
2025/9/29,8,24585300,19140600,13698550,10.37
2025/9/29,9,24422350,19181100,13914800,10.42
2025/9/29,10,23837700,19228400,13814900,10.48
2025/9/29,11,23456500,19450900,13725600,10.54
2025/9/29,12,23740300,19548250,13704850,10.67
2025/9/29,13,23489050,19607800,13495500,10.82
2025/9/29,14,23781300,19903150,13952150,11.09
2025/9/29,15,24841700,20297350,14620800,10.6
2025/9/29,16,25346400,20727100,15351050,10.55
2025/9/29,17,25815600,22554200,17132000,10.74
2025/9/29,18,25762000,23841950,17979700,10.76
2025/9/29,19,26278850,24739150,18687350,10.76
2025/9/29,20,27323800,25237700,19467050,10.48
2025/9/29,21,29142250,25894600,20465200,10
2025/9/29,22,30015200,26282750,20936350,9.79
2025/9/29,23,29925600,27240100,21357600,10.48
2025/9/29,24,29972500,27339600,21318400,10.48
2025/9/29,25,30492750,26686600,21016100,10.45
2025/9/29,26,30215250,26509000,20892450,10.46
2025/9/29,27,29195000,26911000,20779150,10.54
2025/9/29,28,27561900,26706550,20440200,11.08
2025/9/29,29,26960650,26517600,20344000,13.5
2025/9/29,30,25962350,26016050,19825950,15.21
2025/9/29,31,24800750,25275500,19067300,15.46
2025/9/29,32,23374100,25231000,18888300,15.98
2025/9/29,33,22741650,25004550,18085850,19.21
2025/9/29,34,21728300,24809200,17425350,19.21
2025/9/29,35,21703100,23811150,16759350,19.21
2025/9/29,36,21371000,23519700,16562700,19.21
2025/9/29,37,21585250,23212900,16441000,17.74
2025/9/29,38,22253300,22864100,16243650,15.46
2025/9/29,39,22705350,22473150,15989800,15.41
2025/9/29,40,22909450,22036350,15661750,15.29
2025/9/29,41,22850000,21448950,15206200,15.32
2025/9/29,42,22175350,20820900,14826600,15.26
2025/9/29,43,22502650,21060500,14772300,12.99
2025/9/29,44,22303050,21354550,14661900,14.33
2025/9/29,45,22405750,21713400,14568850,13.37
2025/9/29,46,22651650,21465050,14592300,14.63
2025/9/29,47,22627450,20817350,14331550,11.87
2025/9/29,48,22322300,19390700,14402950,11.46
2025/9/30,1,21549100,18790500,13804250,10.46
2025/9/30,2,22778400,19271650,14035600,10.46
2025/9/30,3,23220550,19588300,13834700,10.39
2025/9/30,4,23629500,19602500,13920850,10.25
2025/9/30,5,23836150,19423450,14010350,10.24
2025/9/30,6,23590800,19480500,14010500,10.17
2025/9/30,7,23120800,19565450,13933400,10.24
2025/9/30,8,22745700,19612050,13858650,10.39
2025/9/30,9,22564850,19687300,13838100,10.42
2025/9/30,10,22431050,19906600,13823550,10.5
2025/9/30,11,22327950,20168300,13809800,10.87
2025/9/30,12,22344650,20272550,13790750,11.07
2025/9/30,13,22693650,20516600,13815800,11.24
2025/9/30,14,24135550,20436800,14637450,10.46
2025/9/30,15,26384000,20386350,15220350,10.3
2025/9/30,16,28147350,21089500,16212450,10.27
2025/9/30,17,29814650,22528700,17815000,9.75
2025/9/30,18,30415150,23798950,19027700,10.06
2025/9/30,19,31044850,24774900,19962050,10.42
2025/9/30,20,32045050,25297550,20632400,9.75
2025/9/30,21,33368600,26157400,21607500,10.06
2025/9/30,22,33560700,26516950,21855450,10.25
2025/9/30,23,33787550,27127800,22142350,10.19
2025/9/30,24,33583950,27261800,22023000,10.27
2025/9/30,25,33240300,26053800,21472600,10
2025/9/30,26,32619700,25787000,21158000,9.33
2025/9/30,27,31081800,26286900,21121250,10.42
2025/9/30,28,29678550,25840150,20491350,10.58
2025/9/30,29,28241200,24890100,19853350,10.92
2025/9/30,30,27092100,24595400,19397400,10.94
2025/9/30,31,26061650,24128500,18389500,11.49
2025/9/30,32,25038350,24268100,18182350,14.89
2025/9/30,33,23804750,23866300,17617100,15.35
2025/9/30,34,22520250,23485050,17313750,15.43
2025/9/30,35,21757850,22872150,16706850,15.43
2025/9/30,36,21505650,22624700,16487850,15.35
2025/9/30,37,21554950,22157300,16143250,15.32
2025/9/30,38,22066200,22126050,16082550,15.31
2025/9/30,39,23876450,21857200,15885050,14.62
2025/9/30,40,22390500,21478100,15672800,13.02
2025/9/30,41,21922300,20962900,15157950,13.46
2025/9/30,42,21156200,20505200,14802000,14.91
2025/9/30,43,21644750,20402850,14627050,12.1
2025/9/30,44,21624300,20582050,14343800,11.74
2025/9/30,45,20956150,21056700,14313550,11.66
2025/9/30,46,21039200,20677100,14075750,11.69
2025/9/30,47,20912450,20292650,13947850,11.48
2025/9/30,48,20674350,19151150,14001750,11.22
2025/10/1,1,19783500,18585000,13264950,11.48
2025/10/1,2,20739350,19157850,13176950,11.06
2025/10/1,3,21505650,19549650,13147950,10.79
2025/10/1,4,21957350,19474850,12915150,10.54
2025/10/1,5,22044400,19524200,12931900,10.39
2025/10/1,6,21737100,19434700,12944950,10.54
2025/10/1,7,21753850,19526350,13181450,10.79
2025/10/1,8,21529950,19572750,13363050,11.1
2025/10/1,9,21406400,19763800,13514400,11.06
2025/10/1,10,21208400,19979500,13459450,11.06
2025/10/1,11,20432450,19962300,12886550,11.16
2025/10/1,12,20294250,20221150,12822350,11.48
2025/10/1,13,20417750,20192750,12658450,12.02
2025/10/1,14,21176750,20599050,13217950,11.81
2025/10/1,15,22270350,21034250,13767100,11.63
2025/10/1,16,23197450,21924450,14282600,11.48
2025/10/1,17,24283850,23508900,15903850,11.12
2025/10/1,18,24212200,24754650,16719250,11.49
2025/10/1,19,24624050,25595150,17550100,11.58
2025/10/1,20,25208250,26033550,18102800,11.5
2025/10/1,21,25937150,26232600,18275100,11.4
2025/10/1,22,26406650,26489350,18495150,11.46
2025/10/1,23,26789750,27075000,18719950,12.02
2025/10/1,24,26613750,26911250,18636800,11.85
2025/10/1,25,27075050,25836900,18273550,11.26
2025/10/1,26,26962950,26088000,18229300,11.5
2025/10/1,27,25621850,26179850,18531050,13.81
2025/10/1,28,24882250,25832900,18559800,15
2025/10/1,29,24086000,25383250,18210100,15.35
2025/10/1,30,23268650,24946750,18034450,17.26
2025/10/1,31,22704150,24062750,17702200,17.53
2025/10/1,32,22395400,23937450,17670800,17.34
2025/10/1,33,22190400,24436400,17882500,18
2025/10/1,34,21422650,24274500,17243450,19.19
2025/10/1,35,20840550,23499800,16613300,18.98
2025/10/1,36,20257500,23414150,16133550,18.59
2025/10/1,37,20037850,22822300,16297350,18.59
2025/10/1,38,19770150,22467850,16080150,17.34
2025/10/1,39,19907800,22283000,15803150,15.26
2025/10/1,40,20265850,21858350,15507350,15.26
2025/10/1,41,20047950,21023000,14613200,15.26
2025/10/1,42,20101150,20641450,14514950,15.23
2025/10/1,43,19904100,20479000,14207750,15.29
2025/10/1,44,20311200,20590500,13901600,15.21
2025/10/1,45,20495550,20958600,13909250,14.8
2025/10/1,46,20939200,20258500,13738600,12.9
2025/10/1,47,20965500,19875550,13546100,12
2025/10/1,48,20603000,18557000,13197150,12
2025/10/2,1,20589100,18257000,13158900,11.09
2025/10/2,2,22026300,18843300,13408650,10.74
2025/10/2,3,22681250,19208500,13466300,10.52
2025/10/2,4,23113500,19130100,13472650,10.39
2025/10/2,5,23256050,19085700,13420800,10.3
2025/10/2,6,22948250,19185750,13361050,10.35
2025/10/2,7,22628250,19240450,13296400,10.32
2025/10/2,8,22319200,19335600,13323250,10.44
2025/10/2,9,22258100,19436750,13474200,10.5
2025/10/2,10,21821150,19565250,13584800,11.09
2025/10/2,11,20884000,19717600,13210050,11.44
2025/10/2,12,20938300,19274750,12789450,11.28
2025/10/2,13,21493250,19394750,12581000,11.4
2025/10/2,14,23298800,19947400,13550350,11.04
2025/10/2,15,26057300,21486300,14978450,10.74
2025/10/2,16,28021600,22488200,15884850,11.09
2025/10/2,17,30317550,24137850,17942050,11.09
2025/10/2,18,31198050,25082600,19127550,11.09
2025/10/2,19,32606900,26230550,20332450,11.09
2025/10/2,20,33856450,26893950,21221900,11.04
2025/10/2,21,34790450,27242650,21883950,10.82
2025/10/2,22,35210000,27551000,22139900,10.82
2025/10/2,23,35174800,27806050,22446800,10.87
2025/10/2,24,35272850,27829850,22471150,10.74
2025/10/2,25,35311500,27011650,22013650,10.34
2025/10/2,26,34839500,26762550,21631450,10
2025/10/2,27,32572850,26042600,21287250,9.01
2025/10/2,28,30728200,26030000,20743400,10.5
2025/10/2,29,29437400,25384600,20289950,10.59
2025/10/2,30,27918500,24816650,19543500,10.74
2025/10/2,31,25851300,23756350,18217200,11.06
2025/10/2,32,24005500,23518250,17224550,11.85
2025/10/2,33,23136750,23968500,17459600,14.02
2025/10/2,34,21913200,23749000,17106250,16.48
2025/10/2,35,21687450,23286700,16594800,16.31
2025/10/2,36,21422150,23164200,16561550,16.31
2025/10/2,37,21532750,22626950,16324050,15.27
2025/10/2,38,22070200,22334200,16216700,14.73
2025/10/2,39,21937900,21670000,15586050,12.64
2025/10/2,40,22289550,21411650,15377600,12.47
2025/10/2,41,21941650,20790550,14598550,11.79
2025/10/2,42,21704000,20593000,14358950,11.83
2025/10/2,43,21964150,20394200,13957000,11.68
2025/10/2,44,22480150,20450700,13772750,11.49
2025/10/2,45,22504950,20986600,13837300,11.44
2025/10/2,46,22680900,20480100,13403550,11.46
2025/10/2,47,22392150,20112850,13265800,11.55
2025/10/2,48,21823100,19163450,13419950,11.27
2025/10/3,1,20267800,20744050,13162900,10.74
2025/10/3,2,21562650,21164050,13273400,10.73
2025/10/3,3,22413400,21319650,13408800,10.54
2025/10/3,4,22786200,21092050,13346500,10.39
2025/10/3,5,23126500,21187800,13430450,10.3
2025/10/3,6,22878550,21228650,13349850,10.34
2025/10/3,7,22504350,21437350,13356550,10.39
2025/10/3,8,22118400,21534550,13254600,10.49
2025/10/3,9,21950400,21697050,13748550,10.7
2025/10/3,10,21631750,22097650,13667350,10.73
2025/10/3,11,20701200,21713500,12912550,11.16
2025/10/3,12,20763600,21804200,12933700,11.2
2025/10/3,13,21465300,21741300,12759900,11.28
2025/10/3,14,22713600,21898400,13597600,10.58
2025/10/3,15,23795400,22951350,14363550,10.49
2025/10/3,16,24377600,23822150,15093000,10.48
2025/10/3,17,26245500,25428400,16938050,10.32
2025/10/3,18,26560600,26890100,17651450,10.74
2025/10/3,19,26844350,27960650,18739100,11.98
2025/10/3,20,27488000,28513300,19282650,12.07
2025/10/3,21,27889600,28777350,19499850,11.98
2025/10/3,22,27817150,29025850,19664100,12.11
2025/10/3,23,27518200,29607600,19834500,15
2025/10/3,24,27342700,29459450,19943250,15.26
2025/10/3,25,27514750,28755600,19580800,15.26
2025/10/3,26,26847950,28417650,19337100,15.38
2025/10/3,27,26040450,28371150,19425850,15.38
2025/10/3,28,23811450,27484650,18383850,14.8
2025/10/3,29,23112100,26773150,18045250,15.29
2025/10/3,30,22135050,26392200,17807800,15.51
2025/10/3,31,21085050,25337500,17091200,17
2025/10/3,32,20625950,25264100,16495300,16.25
2025/10/3,33,20758300,25417850,17423500,15.51
2025/10/3,34,20202550,25448750,16804650,15.51
2025/10/3,35,20245900,24988400,16636000,15.51
2025/10/3,36,20344600,24654650,16478350,15.51
2025/10/3,37,20841700,24269750,16580550,15.2
2025/10/3,38,20962000,24011650,16275600,15.21
2025/10/3,39,21175950,23679850,15941200,14.19
2025/10/3,40,20987250,23216600,15362400,14.19
2025/10/3,41,20823500,22802100,14600950,15.15
2025/10/3,42,21219050,22438500,14392200,14.19
2025/10/3,43,21852050,22221950,14211350,13.01
2025/10/3,44,22359000,22298650,13918550,11.68
2025/10/3,45,22258600,22938600,13937350,11.95
2025/10/3,46,22493800,22405500,13680650,12.25
2025/10/3,47,22476300,21848000,13649900,11.48
2025/10/3,48,22230750,20967450,13731850,11.11
2025/10/4,1,21800650,22396950,14474600,14.27
2025/10/4,2,23020300,22319950,14246500,11.78
2025/10/4,3,23400950,22360850,14019400,11.09
2025/10/4,4,23715700,22438450,14136400,11.01
2025/10/4,5,23655800,22337800,13934300,11.04
2025/10/4,6,23556800,22414150,13813400,11.01
2025/10/4,7,23316650,22639650,13858800,11.48
2025/10/4,8,23290300,22512850,13765300,11.62
2025/10/4,9,23167950,22399750,13773300,11.63
2025/10/4,10,23043850,22449500,13713200,11.9
2025/10/4,11,22335550,21955950,13108850,12.92
2025/10/4,12,22635400,21830550,13030950,11.72
2025/10/4,13,23221000,21922850,13354650,10.94
2025/10/4,14,24134900,22195150,13893750,10.4
2025/10/4,15,25290900,23027900,14570850,10.35
2025/10/4,16,26191700,23432050,14856400,10.29
2025/10/4,17,26925050,24187700,15269850,10.85
2025/10/4,18,27186250,24944100,15640400,10.97
2025/10/4,19,27473800,25467550,16104050,11.32
2025/10/4,20,27865550,25881300,16628700,11.76
2025/10/4,21,28554150,25866450,16783800,11.9
2025/10/4,22,28670650,25665900,16918350,11.49
2025/10/4,23,27823400,25141300,16823450,10.9
2025/10/4,24,27742650,24940550,16730950,10.85
2025/10/4,25,27739600,24344000,16643850,10.65
2025/10/4,26,27562450,24262950,16469000,10.77
2025/10/4,27,27142200,24560600,16419250,10.85
2025/10/4,28,26631700,23991100,16154200,10.98
2025/10/4,29,26260350,23689850,15926350,10.98
2025/10/4,30,26067800,23251900,15609350,10.98
2025/10/4,31,25302900,22202700,15101250,10.98
2025/10/4,32,24376050,22015800,14461300,11.2
2025/10/4,33,24557200,22313900,15047950,11.5
2025/10/4,34,23772850,22214350,14971000,11.69
2025/10/4,35,24699750,22116000,14831500,11.5
2025/10/4,36,24539450,22129900,14907850,11.92
2025/10/4,37,24481800,22335750,15064700,13.01
2025/10/4,38,25016850,22364750,15045950,12.52
2025/10/4,39,24372000,22268950,14819250,11.93
2025/10/4,40,23844900,21988650,14582950,12
2025/10/4,41,23473300,21872700,14301200,11.59
2025/10/4,42,23137000,21458600,13998800,11.32
2025/10/4,43,23326150,21257600,13883150,11.2
2025/10/4,44,23561800,21283250,13853300,11.2
2025/10/4,45,23704700,21503850,13684650,11.12
2025/10/4,46,23978850,21100800,13921800,10.9
2025/10/4,47,22939850,20545200,13372700,10.97
2025/10/4,48,22749150,19879700,13691600,10.79
2025/10/5,1,21831650,20393050,13790000,10.29
2025/10/5,2,22936400,20471500,13732150,10.2
2025/10/5,3,23667400,21063100,13746450,10.23
2025/10/5,4,24135900,21019200,13789300,10.16
2025/10/5,5,24226150,20939200,13825650,10.17
2025/10/5,6,23952500,21058800,13741000,10.17
2025/10/5,7,23561100,21238750,13588850,10.29
2025/10/5,8,23362650,21287100,13487100,10.29
2025/10/5,9,23463950,21291350,13531900,10.43
2025/10/5,10,23307600,21318350,13413400,10.61
2025/10/5,11,22502250,20742050,12631550,10.94
2025/10/5,12,22704550,20720550,12738050,10.65
2025/10/5,13,24128900,20225350,12981400,10.35
2025/10/5,14,24849400,20383600,13437950,10.09
2025/10/5,15,26639300,20819600,14187300,9.5
2025/10/5,16,27797800,21421650,14920900,10.03
2025/10/5,17,28620900,22010550,15423700,9.84
2025/10/5,18,29766350,22457350,16172400,9.5
2025/10/5,19,30277900,23129700,16291250,9.44
2025/10/5,20,30906500,23417900,16564850,9.8
2025/10/5,21,31568850,23449400,16839550,9.77
2025/10/5,22,31639550,23212700,17020350,10.09
2025/10/5,23,31649100,23346100,17183000,10.09
2025/10/5,24,31460900,23457450,17358400,9.91
2025/10/5,25,31353200,23252450,17155250,10.03
2025/10/5,26,30999400,23454700,17213150,9.84
2025/10/5,27,30187000,23534600,17002450,10.09
2025/10/5,28,29553650,23951000,16462650,10.35
2025/10/5,29,28797900,23376550,16138650,10.79
2025/10/5,30,27495550,23361450,15699550,11.27
2025/10/5,31,25657350,22453550,15068000,10.98
2025/10/5,32,24715600,22206950,14554300,13.01
2025/10/5,33,24488250,22720750,15305000,14.8
2025/10/5,34,23770050,22652750,15241050,14.8
2025/10/5,35,23720900,22847900,15132650,12.3
2025/10/5,36,22858100,23247800,15350200,13.66
2025/10/5,37,22323200,23129350,15477350,14.7
2025/10/5,38,22986100,23171300,15402900,14.02
2025/10/5,39,23324050,22967750,15152900,12.57
2025/10/5,40,23630850,22728650,15010450,11.9
2025/10/5,41,23626900,22804600,14793200,12.37
2025/10/5,42,23620000,22388200,14413700,12.3
2025/10/5,43,23095100,22476200,14456150,13.02
2025/10/5,44,23406600,22136550,14372550,12.02
2025/10/5,45,23580650,21928600,14133950,11.5
2025/10/5,46,23973550,21710950,14180500,11.02
2025/10/5,47,22970950,20949350,13590850,11.28
2025/10/5,48,22851800,20097500,13720600,10.98
2025/10/6,1,20454950,20991450,14311700,10.98
2025/10/6,2,21076200,21143300,14325350,11.11
2025/10/6,3,21587000,21338650,14438350,10.98
2025/10/6,4,21796650,21336350,14325250,10.98
2025/10/6,5,22073350,21330600,14336300,10.69
2025/10/6,6,21956150,21610900,14204300,10.69
2025/10/6,7,22146550,21709100,14260350,10.69
2025/10/6,8,21934000,21765750,14053700,10.69
2025/10/6,9,21706400,21698300,13921550,10.69
2025/10/6,10,21428450,21767150,13831200,10.69
2025/10/6,11,20442550,21254150,12862450,10.9
2025/10/6,12,20386400,21352250,12905950,11.05
2025/10/6,13,20408400,21395450,12879150,11.31
2025/10/6,14,21220650,21923800,13628650,10.89
2025/10/6,15,22621950,22932650,14596200,10.73
2025/10/6,16,23755850,23793100,15401350,10.79
2025/10/6,17,25457500,25514450,17528450,10.63
2025/10/6,18,25910650,26759600,18434200,10.85
2025/10/6,19,26403500,27970750,19450500,15
2025/10/6,20,27314750,28203300,19750800,14.37
2025/10/6,21,27612900,27832500,19975600,11.03
2025/10/6,22,28146800,28100050,20190500,11.03
2025/10/6,23,28041300,28031250,20063350,13.7
2025/10/6,24,28152750,27778300,20107550,12.33
2025/10/6,25,28769800,26820250,19664600,11.03
2025/10/6,26,28415950,26734800,19477600,11.03
2025/10/6,27,27013750,27253850,19384950,15.5
2025/10/6,28,26040700,27271800,19441850,17.26
2025/10/6,29,25482750,27136150,19203700,15.51
2025/10/6,30,24450300,26862650,18879400,15.51
2025/10/6,31,23100800,26152200,18484650,15.51
2025/10/6,32,22231500,26024750,18404350,16.21
2025/10/6,33,21670250,26426700,18457800,18.67
2025/10/6,34,20671700,26084500,17687650,18.67
2025/10/6,35,20751250,25672700,17633150,18
2025/10/6,36,20755550,25572100,17549150,17.34
2025/10/6,37,20723900,25190650,17273150,17.28
2025/10/6,38,21370800,24984500,16995950,15.51
2025/10/6,39,21413950,24461700,16630300,15.35
2025/10/6,40,22039700,23882800,16124900,14
2025/10/6,41,21917100,23339500,15547300,13.51
2025/10/6,42,21930650,23153300,15335150,13.01
2025/10/6,43,20958600,22864950,15014050,14.82
2025/10/6,44,21212050,22601000,14595350,14.42
2025/10/6,45,21068800,22685950,14295450,13.51
2025/10/6,46,21487250,22323300,14053550,11.57
2025/10/6,47,21156950,21849800,13673500,11.33
2025/10/6,48,21008100,20672750,13512900,10.97
2025/10/7,1,20440350,21326400,13586450,11
2025/10/7,2,21542750,21390450,13786650,11
2025/10/7,3,21909650,21677000,13978200,11
2025/10/7,4,22151800,21575350,14070750,11
2025/10/7,5,22683000,21849500,14136450,11.16
2025/10/7,6,22426750,21918100,13833450,11
2025/10/7,7,21992900,22081900,13765900,11
2025/10/7,8,21981500,22192300,13793550,11
2025/10/7,9,21605900,21673850,13777550,11
2025/10/7,10,21282950,21781800,13546550,11
2025/10/7,11,20400900,21234800,12743350,11.22
2025/10/7,12,20380950,21504000,12792100,11.22
2025/10/7,13,20223200,21607900,12909000,11.83
2025/10/7,14,21185250,21979750,13494900,11
2025/10/7,15,22943500,23129100,14923300,10.98
2025/10/7,16,24166350,24541150,15646400,11
2025/10/7,17,25658550,25737800,17270700,11.02
2025/10/7,18,25358000,26497150,17895350,11.28
2025/10/7,19,25723500,26999750,18583650,12.5
2025/10/7,20,25964150,27340100,18917700,11.39
2025/10/7,21,26702300,27215800,19017500,11.11
2025/10/7,22,27177700,27518000,19221900,11.72
2025/10/7,23,27071250,27763000,19383600,12.5
2025/10/7,24,26872000,27818900,19286950,12.92
2025/10/7,25,27743800,27072300,19107800,11.54
2025/10/7,26,27320050,26805900,18980400,11.46
2025/10/7,27,25852850,26214200,18697150,11.02
2025/10/7,28,25189900,26148700,18421700,11.28
